,index1,Category
5128,18511,0
5129,18512,0
5130,18513,0
5131,18514,0
5132,18515,0
5133,18516,0
5134,18517,0
5135,18518,0
5136,18519,0
5137,18520,0
5138,18521,0
5139,18522,0
5140,18523,0
5141,18524,0
5142,18525,0
5143,18526,0
5144,18527,0
5145,18528,0
5146,18529,0
5147,18530,0
5148,18531,0
5149,18532,0
5150,18533,0
5151,18534,0
5152,18535,0
5153,18536,0
5154,18537,0
5155,18538,0
5156,18539,0
5157,18540,0
5158,18541,0
5159,18542,0
5160,18543,0
5161,18544,0
5162,18545,0
5163,18546,0
5164,18547,0
5165,18548,0
5166,18549,0
5167,18550,0
5168,18551,0
5169,18552,0
5170,18553,0
5171,18554,0
5172,18555,0
5173,18556,0
5174,18557,0
5175,18558,0
5176,18559,0
5177,18560,0
5178,18561,0
5179,18562,0
5180,18563,0
5181,18564,0
5182,18565,0
5183,18566,0
5184,18567,0
5185,18568,0
5186,18569,0
5187,18570,0
5188,18571,0
5189,18572,0
5190,18573,0
5191,18574,0
5192,18575,0
5193,18576,0
5194,18577,0
5195,18578,0
5196,18579,0
5197,18580,0
5198,18581,0
5199,18582,0
5200,18583,0
5201,18584,0
5202,18585,0
5203,18586,0
5204,18587,0
5205,18588,0
5206,18589,0
5207,18590,0
5208,18591,0
5209,18592,0
5210,18593,0
5211,18594,0
5212,18595,0
5213,18596,0
5214,18597,0
5215,18598,0
5216,18599,0
5217,18600,0
5218,18601,0
5219,18602,0
5220,18603,0
5221,18604,0
5222,18605,0
5223,18606,0
5224,18607,0
5225,18608,0
5226,18609,0
5227,18610,0
5228,18611,0
5229,18612,0
5230,18613,0
5231,18614,0
47770,18615,372
5232,18616,0
5233,18617,0
5234,18618,0
5235,18619,0
5236,18620,0
5237,18621,0
5238,18622,0
5239,18623,0
5240,18624,0
5241,18625,0
5242,18626,0
5243,18627,0
5244,18628,0
5245,18629,0
5246,18630,0
5247,18631,0
5248,18632,0
5249,18633,0
5250,18634,0
5251,18635,0
5252,18636,0
5253,18637,0
5254,18638,0
5255,18639,0
5256,18640,0
5257,18641,0
5258,18642,0
5259,18643,0
5260,18644,0
5261,18645,0
5262,18646,0
5263,18647,0
5264,18648,0
5265,18649,0
5266,18650,0
5267,18651,0
5268,18652,0
5269,18653,0
5270,18654,0
5271,18655,0
5272,18656,0
5273,18657,0
5274,18658,0
5275,18659,0
5276,18660,0
5277,18661,0
5278,18662,0
5279,18663,0
5280,18664,0
5281,18665,0
5282,18666,0
5283,18667,0
5284,18668,0
5285,18669,0
5286,18670,0
5287,18671,0
5288,18672,0
5289,18673,0
5290,18674,0
5291,18675,0
5292,18676,0
5293,18677,0
5294,18678,0
5295,18679,0
5296,18680,0
5297,18681,0
5298,18682,0
5299,18683,0
5300,18684,0
5301,18685,0
5302,18686,0
5303,18687,0
5304,18688,0
5305,18689,0
5306,18690,0
5307,18691,0
5308,18692,0
5309,18693,0
5310,18694,0
5311,18695,0
5312,18696,0
5313,18697,0
5314,18698,0
5315,18699,0
5316,18700,0
5317,18701,0
5318,18702,0
5319,18703,0
5320,18704,0
5321,18705,0
5322,18706,0
5323,18707,0
5324,18708,0
5325,18709,0
5326,18710,0
5327,18711,0
5328,18712,0
5329,18713,0
5330,18714,0
5331,18715,0
5332,18716,0
5333,18717,0
5334,18718,0
5335,18719,0
5336,18720,0
5337,18721,0
5338,18722,0
5339,18723,0
5340,18724,0
5341,18725,0
5342,18726,0
5343,18727,0
5344,18728,0
5345,18729,0
5346,18730,0
5347,18731,0
5348,18732,0
5349,18733,0
5350,18734,0
5351,18735,0
5352,18736,0
5353,18737,0
5354,18738,0
5355,18739,0
5356,18740,0
5357,18741,0
5358,18742,0
5359,18743,0
5360,18744,0
5361,18745,0
5362,18746,0
5363,18747,0
5364,18748,0
5365,18749,0
54610,18750,144
5366,18751,0
5367,18752,0
5368,18753,0
5369,18754,0
5370,18755,0
5371,18756,0
5372,18757,0
5373,18758,0
5374,18759,0
5375,18760,0
5376,18761,0
5377,18762,0
5378,18763,0
5379,18764,0
5380,18765,0
5381,18766,0
5382,18767,0
5383,18768,0
5384,18769,0
5385,18770,0
5386,18771,0
5387,18772,0
5388,18773,0
5389,18774,0
5390,18775,0
5391,18776,0
5392,18777,0
5393,18778,0
5394,18779,0
5395,18780,0
5396,18781,0
5397,18782,0
5398,18783,0
5399,18784,0
5400,18785,0
5401,18786,0
5402,18787,0
5403,18788,0
5404,18789,0
5405,18790,0
5406,18791,0
5407,18792,0
5408,18793,0
5409,18794,0
5410,18795,0
5411,18796,0
5412,18797,0
5413,18798,0
5414,18799,0
5415,18800,0
5416,18801,0
5417,18802,0
5418,18803,0
5419,18804,0
5420,18805,0
5421,18806,0
5422,18807,0
5423,18808,0
5424,18809,0
5425,18810,0
5426,18811,0
5427,18812,0
5428,18813,0
5429,18814,0
5430,18815,0
5431,18816,0
5432,18817,0
5433,18818,0
5434,18819,0
5435,18820,0
5436,18821,0
5437,18822,0
5438,18823,0
5439,18824,0
5440,18825,0
5441,18826,0
5442,18827,0
5443,18828,0
5444,18829,0
5445,18830,0
5446,18831,0
5447,18832,0
5448,18833,0
5449,18834,0
5450,18835,0
5451,18836,0
5452,18837,0
5453,18838,0
5454,18839,0
5455,18840,0
5456,18841,0
5457,18842,0
5458,18843,0
5459,18844,0
5460,18845,0
5461,18846,0
5462,18847,0
5463,18848,0
5464,18849,0
5465,18850,0
5466,18851,0
5467,18852,0
5468,18853,0
5469,18854,0
5470,18855,0
5471,18856,0
5472,18857,0
5473,18858,0
5474,18859,0
5475,18860,0
5476,18861,0
5477,18862,0
5478,18863,0
5479,18864,0
5480,18865,0
5481,18866,0
5482,18867,0
5483,18868,0
5484,18869,0
5485,18870,0
5486,18871,0
5487,18872,0
5488,18873,0
5489,18874,0
5490,18875,0
5491,18876,0
5492,18877,0
5493,18878,0
5494,18879,0
5495,18880,0
5496,18881,0
5497,18882,0
5498,18883,0
5499,18884,0
5500,18885,0
5501,18886,0
5502,18887,0
5503,18888,0
5504,18889,0
5505,18890,0
5506,18891,0
5507,18892,0
5508,18893,0
5509,18894,0
5510,18895,0
5511,18896,0
5512,18897,0
5513,18898,0
5514,18899,0
5515,18900,0
5516,18901,0
5517,18902,0
5518,18903,0
5519,18904,0
5520,18905,0
5521,18906,0
5522,18907,0
5523,18908,0
5524,18909,0
5525,18910,0
5526,18911,0
5527,18912,0
5528,18913,0
5529,18914,0
5530,18915,0
5531,18916,0
5532,18917,0
5533,18918,0
5534,18919,0
5535,18920,0
5536,18921,0
5537,18922,0
5538,18923,0
5539,18924,0
5540,18925,0
56422,18926,90
5541,18927,0
5542,18928,0
5543,18929,0
5544,18930,0
5545,18931,0
5546,18932,0
5547,18933,0
5548,18934,0
5549,18935,0
5550,18936,0
5551,18937,0
5552,18938,0
5553,18939,0
5554,18940,0
5555,18941,0
5556,18942,0
5557,18943,0
5558,18944,0
5559,18945,0
5560,18946,0
5561,18947,0
5562,18948,0
5563,18949,0
5564,18950,0
5565,18951,0
5566,18952,0
5567,18953,0
5568,18954,0
5569,18955,0
5570,18956,0
5571,18957,0
5572,18958,0
5573,18959,0
61227,18960,8
61228,18961,8
61229,18962,8
5574,18963,0
5575,18964,0
5576,18965,0
61230,18966,8
61231,18967,8
61232,18968,8
61233,18969,8
61234,18970,8
5577,18971,0
35997,18972,2
5578,18973,0
35998,18974,2
35999,18975,2
5579,18976,0
5580,18977,0
5581,18978,0
5582,18979,0
5583,18980,0
5584,18981,0
5585,18982,0
5586,18983,0
5587,18984,0
5588,18985,0
5589,18986,0
5590,18987,0
5591,18988,0
5592,18989,0
5593,18990,0
5594,18991,0
5595,18992,0
5596,18993,0
5597,18994,0
5598,18995,0
5599,18996,0
5600,18997,0
5601,18998,0
5602,18999,0
5603,19000,0
5604,19001,0
5605,19002,0
5606,19003,0
5607,19004,0
5608,19005,0
5609,19006,0
5610,19007,0
5611,19008,0
5612,19009,0
5613,19010,0
5614,19011,0
5615,19012,0
5616,19013,0
5617,19014,0
5618,19015,0
5619,19016,0
5620,19017,0
5621,19018,0
5622,19019,0
5623,19020,0
5624,19021,0
5625,19022,0
5626,19023,0
5627,19024,0
5628,19025,0
5629,19026,0
5630,19027,0
5631,19028,0
5632,19029,0
5633,19030,0
5634,19031,0
5635,19032,0
5636,19033,0
5637,19034,0
5638,19035,0
5639,19036,0
5640,19037,0
5641,19038,0
5642,19039,0
5643,19040,0
5644,19041,0
5645,19042,0
5646,19043,0
5647,19044,0
5648,19045,0
5649,19046,0
5650,19047,0
5651,19048,0
5652,19049,0
5653,19050,0
5654,19051,0
5655,19052,0
5656,19053,0
5657,19054,0
5658,19055,0
5659,19056,0
5660,19057,0
5661,19058,0
5662,19059,0
5663,19060,0
5664,19061,0
5665,19062,0
5666,19063,0
5667,19064,0
5668,19065,0
5669,19066,0
5670,19067,0
5671,19068,0
5672,19069,0
5673,19070,0
5674,19071,0
5675,19072,0
5676,19073,0
5677,19074,0
5678,19075,0
5679,19076,0
5680,19077,0
5681,19078,0
5682,19079,0
5683,19080,0
5684,19081,0
5685,19082,0
5686,19083,0
5687,19084,0
5688,19085,0
5689,19086,0
5690,19087,0
5691,19088,0
5692,19089,0
5693,19090,0
5694,19091,0
5695,19092,0
5696,19093,0
5697,19094,0
5698,19095,0
5699,19096,0
5700,19097,0
5701,19098,0
5702,19099,0
5703,19100,0
5704,19101,0
5705,19102,0
5706,19103,0
5707,19104,0
5708,19105,0
5709,19106,0
5710,19107,0
5711,19108,0
5712,19109,0
5713,19110,0
5714,19111,0
5715,19112,0
5716,19113,0
5717,19114,0
5718,19115,0
5719,19116,0
5720,19117,0
5721,19118,0
5722,19119,0
5723,19120,0
5724,19121,0
5725,19122,0
5726,19123,0
5727,19124,0
5728,19125,0
47771,19126,372
5729,19127,0
5730,19128,0
5731,19129,0
5732,19130,0
5733,19131,0
5734,19132,0
5735,19133,0
5736,19134,0
5737,19135,0
5738,19136,0
5739,19137,0
5740,19138,0
5741,19139,0
5742,19140,0
5743,19141,0
5744,19142,0
5745,19143,0
5746,19144,0
5747,19145,0
5748,19146,0
5749,19147,0
5750,19148,0
5751,19149,0
59330,19150,3
5752,19151,0
5753,19152,0
5754,19153,0
5755,19154,0
59331,19155,3
58874,19156,380
5756,19157,0
5757,19158,0
5758,19159,0
5759,19160,0
5760,19161,0
5761,19162,0
5762,19163,0
5763,19164,0
5764,19165,0
5765,19166,0
5766,19167,0
47772,19168,372
5767,19169,0
5768,19170,0
5769,19171,0
5770,19172,0
5771,19173,0
5772,19174,0
5773,19175,0
5774,19176,0
5775,19177,0
5776,19178,0
5777,19179,0
5778,19180,0
5779,19181,0
5780,19182,0
5781,19183,0
5782,19184,0
5783,19185,0
5784,19186,0
5785,19187,0
5786,19188,0
5787,19189,0
5788,19190,0
5789,19191,0
5790,19192,0
5791,19193,0
5792,19194,0
5793,19195,0
5794,19196,0
5795,19197,0
5796,19198,0
5797,19199,0
5798,19200,0
5799,19201,0
5800,19202,0
5801,19203,0
5802,19204,0
5803,19205,0
5804,19206,0
5805,19207,0
5806,19208,0
5807,19209,0
5808,19210,0
5809,19211,0
5810,19212,0
5811,19213,0
5812,19214,0
5813,19215,0
5814,19216,0
5815,19217,0
5816,19218,0
5817,19219,0
5818,19220,0
5819,19221,0
5820,19222,0
5821,19223,0
5822,19224,0
5823,19225,0
5824,19226,0
5825,19227,0
5826,19228,0
5827,19229,0
5828,19230,0
5829,19231,0
5830,19232,0
5831,19233,0
5832,19234,0
5833,19235,0
5834,19236,0
5835,19237,0
5836,19238,0
5837,19239,0
58875,19240,380
58876,19241,380
33705,19242,96
43442,19243,6
5838,19244,0
5839,19245,0
5840,19246,0
5841,19247,0
5842,19248,0
42038,19249,317
5843,19250,0
5844,19251,0
5845,19252,0
5846,19253,0
5847,19254,0
5848,19255,0
5849,19256,0
5850,19257,0
5851,19258,0
5852,19259,0
5853,19260,0
5854,19261,0
5855,19262,0
5856,19263,0
5857,19264,0
5858,19265,0
5859,19266,0
54611,19267,144
5860,19268,0
5861,19269,0
5862,19270,0
5863,19271,0
5864,19272,0
5865,19273,0
5866,19274,0
5867,19275,0
5868,19276,0
5869,19277,0
5870,19278,0
5871,19279,0
5872,19280,0
5873,19281,0
5874,19282,0
42039,19283,317
54612,19284,144
5875,19285,0
5876,19286,0
5877,19287,0
5878,19288,0
5879,19289,0
5880,19290,0
5881,19291,0
5882,19292,0
5883,19293,0
5884,19294,0
5885,19295,0
5886,19296,0
5887,19297,0
5888,19298,0
5889,19299,0
5890,19300,0
5891,19301,0
5892,19302,0
5893,19303,0
5894,19304,0
5895,19305,0
5896,19306,0
5897,19307,0
5898,19308,0
5899,19309,0
5900,19310,0
5901,19311,0
5902,19312,0
5903,19313,0
5904,19314,0
5905,19315,0
5906,19316,0
58877,19317,380
54613,19318,144
62045,19319,378
61364,19320,240
5907,19321,0
5908,19322,0
5909,19323,0
5910,19324,0
5911,19325,0
5912,19326,0
5913,19327,0
5914,19328,0
5915,19329,0
5916,19330,0
5917,19331,0
5918,19332,0
5919,19333,0
5920,19334,0
5921,19335,0
5922,19336,0
5923,19337,0
5924,19338,0
58746,19339,259
5925,19340,0
5926,19341,0
5927,19342,0
5928,19343,0
5929,19344,0
5930,19345,0
5931,19346,0
5932,19347,0
43443,19348,6
43444,19349,6
5933,19350,0
61576,19351,79
5934,19352,0
5935,19353,0
5936,19354,0
5937,19355,0
5938,19356,0
5939,19357,0
5940,19358,0
5941,19359,0
5942,19360,0
5943,19361,0
5944,19362,0
5945,19363,0
5946,19364,0
5947,19365,0
36000,19366,2
5948,19367,0
5949,19368,0
36001,19369,2
58088,19370,71
58089,19371,71
61577,19372,79
5950,19373,0
5951,19374,0
5952,19375,0
5953,19376,0
5954,19377,0
5955,19378,0
5956,19379,0
5957,19380,0
5958,19381,0
5959,19382,0
5960,19383,0
5961,19384,0
5962,19385,0
5963,19386,0
5964,19387,0
5965,19388,0
5966,19389,0
5967,19390,0
5968,19391,0
5969,19392,0
5970,19393,0
5971,19394,0
5972,19395,0
5973,19396,0
5974,19397,0
5975,19398,0
5976,19399,0
5977,19400,0
5978,19401,0
5979,19402,0
5980,19403,0
5981,19404,0
5982,19405,0
5983,19406,0
5984,19407,0
5985,19408,0
5986,19409,0
5987,19410,0
5988,19411,0
5989,19412,0
5990,19413,0
5991,19414,0
5992,19415,0
5993,19416,0
5994,19417,0
5995,19418,0
5996,19419,0
5997,19420,0
5998,19421,0
5999,19422,0
6000,19423,0
6001,19424,0
6002,19425,0
6003,19426,0
6004,19427,0
6005,19428,0
6006,19429,0
6007,19430,0
6008,19431,0
6009,19432,0
6010,19433,0
6011,19434,0
6012,19435,0
6013,19436,0
6014,19437,0
6015,19438,0
6016,19439,0
6017,19440,0
6018,19441,0
6019,19442,0
6020,19443,0
6021,19444,0
6022,19445,0
6023,19446,0
6024,19447,0
6025,19448,0
6026,19449,0
6027,19450,0
6028,19451,0
6029,19452,0
6030,19453,0
6031,19454,0
6032,19455,0
6033,19456,0
6034,19457,0
6035,19458,0
6036,19459,0
6037,19460,0
6038,19461,0
6039,19462,0
6040,19463,0
6041,19464,0
6042,19465,0
6043,19466,0
6044,19467,0
6045,19468,0
6046,19469,0
6047,19470,0
6048,19471,0
6049,19472,0
6050,19473,0
6051,19474,0
6052,19475,0
6053,19476,0
6054,19477,0
6055,19478,0
6056,19479,0
6057,19480,0
6058,19481,0
6059,19482,0
6060,19483,0
6061,19484,0
6062,19485,0
6063,19486,0
6064,19487,0
6065,19488,0
6066,19489,0
6067,19490,0
6068,19491,0
6069,19492,0
6070,19493,0
6071,19494,0
6072,19495,0
6073,19496,0
6074,19497,0
6075,19498,0
6076,19499,0
6077,19500,0
6078,19501,0
6079,19502,0
6080,19503,0
6081,19504,0
6082,19505,0
6083,19506,0
6084,19507,0
6085,19508,0
6086,19509,0
6087,19510,0
6088,19511,0
6089,19512,0
6090,19513,0
6091,19514,0
6092,19515,0
6093,19516,0
6094,19517,0
6095,19518,0
6096,19519,0
6097,19520,0
6098,19521,0
6099,19522,0
6100,19523,0
6101,19524,0
6102,19525,0
6103,19526,0
6104,19527,0
6105,19528,0
6106,19529,0
6107,19530,0
6108,19531,0
6109,19532,0
6110,19533,0
6111,19534,0
6112,19535,0
6113,19536,0
6114,19537,0
6115,19538,0
6116,19539,0
6117,19540,0
6118,19541,0
6119,19542,0
6120,19543,0
6121,19544,0
6122,19545,0
6123,19546,0
6124,19547,0
6125,19548,0
6126,19549,0
6127,19550,0
6128,19551,0
6129,19552,0
6130,19553,0
6131,19554,0
6132,19555,0
6133,19556,0
6134,19557,0
6135,19558,0
6136,19559,0
6137,19560,0
6138,19561,0
6139,19562,0
6140,19563,0
6141,19564,0
6142,19565,0
6143,19566,0
6144,19567,0
6145,19568,0
6146,19569,0
6147,19570,0
6148,19571,0
6149,19572,0
6150,19573,0
6151,19574,0
6152,19575,0
6153,19576,0
6154,19577,0
6155,19578,0
6156,19579,0
6157,19580,0
6158,19581,0
6159,19582,0
6160,19583,0
6161,19584,0
6162,19585,0
6163,19586,0
6164,19587,0
6165,19588,0
6166,19589,0
6167,19590,0
6168,19591,0
6169,19592,0
6170,19593,0
6171,19594,0
6172,19595,0
6173,19596,0
6174,19597,0
6175,19598,0
6176,19599,0
6177,19600,0
6178,19601,0
6179,19602,0
6180,19603,0
6181,19604,0
6182,19605,0
6183,19606,0
6184,19607,0
6185,19608,0
6186,19609,0
6187,19610,0
6188,19611,0
6189,19612,0
6190,19613,0
6191,19614,0
6192,19615,0
6193,19616,0
6194,19617,0
6195,19618,0
6196,19619,0
6197,19620,0
6198,19621,0
6199,19622,0
6200,19623,0
6201,19624,0
6202,19625,0
6203,19626,0
6204,19627,0
6205,19628,0
6206,19629,0
6207,19630,0
6208,19631,0
6209,19632,0
6210,19633,0
6211,19634,0
6212,19635,0
6213,19636,0
6214,19637,0
6215,19638,0
6216,19639,0
6217,19640,0
6218,19641,0
6219,19642,0
6220,19643,0
6221,19644,0
6222,19645,0
6223,19646,0
6224,19647,0
6225,19648,0
6226,19649,0
6227,19650,0
6228,19651,0
6229,19652,0
47773,19653,372
6230,19654,0
6231,19655,0
6232,19656,0
6233,19657,0
6234,19658,0
6235,19659,0
6236,19660,0
6237,19661,0
6238,19662,0
6239,19663,0
6240,19664,0
6241,19665,0
6242,19666,0
6243,19667,0
6244,19668,0
6245,19669,0
6246,19670,0
6247,19671,0
6248,19672,0
6249,19673,0
6250,19674,0
6251,19675,0
6252,19676,0
6253,19677,0
6254,19678,0
6255,19679,0
6256,19680,0
6257,19681,0
6258,19682,0
6259,19683,0
6260,19684,0
6261,19685,0
6262,19686,0
6263,19687,0
6264,19688,0
6265,19689,0
6266,19690,0
6267,19691,0
6268,19692,0
6269,19693,0
6270,19694,0
6271,19695,0
6272,19696,0
6273,19697,0
6274,19698,0
6275,19699,0
6276,19700,0
6277,19701,0
6278,19702,0
6279,19703,0
6280,19704,0
6281,19705,0
6282,19706,0
6283,19707,0
6284,19708,0
6285,19709,0
6286,19710,0
6287,19711,0
6288,19712,0
6289,19713,0
6290,19714,0
6291,19715,0
6292,19716,0
6293,19717,0
6294,19718,0
6295,19719,0
6296,19720,0
6297,19721,0
6298,19722,0
6299,19723,0
6300,19724,0
24032,19725,374
24033,19726,374
6301,19727,0
6302,19728,0
6303,19729,0
6304,19730,0
6305,19731,0
6306,19732,0
6307,19733,0
6308,19734,0
6309,19735,0
6310,19736,0
6311,19737,0
6312,19738,0
6313,19739,0
6314,19740,0
6315,19741,0
6316,19742,0
6317,19743,0
6318,19744,0
6319,19745,0
6320,19746,0
6321,19747,0
47774,19748,372
6322,19749,0
6323,19750,0
6324,19751,0
6325,19752,0
6326,19753,0
6327,19754,0
6328,19755,0
6329,19756,0
6330,19757,0
6331,19758,0
6332,19759,0
6333,19760,0
6334,19761,0
6335,19762,0
6336,19763,0
6337,19764,0
6338,19765,0
6339,19766,0
6340,19767,0
6341,19768,0
6342,19769,0
47775,19770,372
6343,19771,0
47776,19772,372
6344,19773,0
6345,19774,0
6346,19775,0
6347,19776,0
6348,19777,0
6349,19778,0
6350,19779,0
6351,19780,0
6352,19781,0
6353,19782,0
6354,19783,0
6355,19784,0
6356,19785,0
6357,19786,0
6358,19787,0
6359,19788,0
6360,19789,0
6361,19790,0
6362,19791,0
6363,19792,0
6364,19793,0
6365,19794,0
6366,19795,0
6367,19796,0
6368,19797,0
6369,19798,0
6370,19799,0
6371,19800,0
6372,19801,0
6373,19802,0
6374,19803,0
6375,19804,0
6376,19805,0
6377,19806,0
6378,19807,0
6379,19808,0
6380,19809,0
6381,19810,0
6382,19811,0
6383,19812,0
6384,19813,0
6385,19814,0
6386,19815,0
6387,19816,0
6388,19817,0
6389,19818,0
6390,19819,0
6391,19820,0
6392,19821,0
6393,19822,0
6394,19823,0
6395,19824,0
6396,19825,0
6397,19826,0
6398,19827,0
6399,19828,0
6400,19829,0
6401,19830,0
6402,19831,0
6403,19832,0
6404,19833,0
6405,19834,0
6406,19835,0
6407,19836,0
6408,19837,0
6409,19838,0
6410,19839,0
6411,19840,0
6412,19841,0
6413,19842,0
6414,19843,0
6415,19844,0
6416,19845,0
6417,19846,0
6418,19847,0
6419,19848,0
6420,19849,0
6421,19850,0
6422,19851,0
6423,19852,0
6424,19853,0
6425,19854,0
6426,19855,0
6427,19856,0
6428,19857,0
6429,19858,0
6430,19859,0
6431,19860,0
6432,19861,0
6433,19862,0
6434,19863,0
6435,19864,0
6436,19865,0
6437,19866,0
6438,19867,0
6439,19868,0
24034,19869,374
6440,19870,0
6441,19871,0
24035,19872,374
6442,19873,0
6443,19874,0
6444,19875,0
24036,19876,374
6445,19877,0
6446,19878,0
6447,19879,0
6448,19880,0
6449,19881,0
6450,19882,0
6451,19883,0
6452,19884,0
6453,19885,0
6454,19886,0
6455,19887,0
6456,19888,0
6457,19889,0
6458,19890,0
6459,19891,0
6460,19892,0
6461,19893,0
6462,19894,0
6463,19895,0
6464,19896,0
6465,19897,0
6466,19898,0
6467,19899,0
6468,19900,0
6469,19901,0
6470,19902,0
6471,19903,0
6472,19904,0
6473,19905,0
6474,19906,0
6475,19907,0
6476,19908,0
6477,19909,0
6478,19910,0
6479,19911,0
24037,19912,374
6480,19913,0
6481,19914,0
6482,19915,0
6483,19916,0
6484,19917,0
6485,19918,0
6486,19919,0
6487,19920,0
6488,19921,0
6489,19922,0
6490,19923,0
6491,19924,0
6492,19925,0
6493,19926,0
6494,19927,0
6495,19928,0
6496,19929,0
58090,19930,71
58091,19931,71
6497,19932,0
6498,19933,0
6499,19934,0
6500,19935,0
6501,19936,0
6502,19937,0
6503,19938,0
56423,19939,90
47777,19940,372
56424,19941,90
56425,19942,90
6504,19943,0
6505,19944,0
6506,19945,0
6507,19946,0
6508,19947,0
6509,19948,0
6510,19949,0
6511,19950,0
6512,19951,0
6513,19952,0
6514,19953,0
6515,19954,0
6516,19955,0
6517,19956,0
6518,19957,0
6519,19958,0
6520,19959,0
6521,19960,0
6522,19961,0
6523,19962,0
6524,19963,0
6525,19964,0
6526,19965,0
6527,19966,0
6528,19967,0
6529,19968,0
6530,19969,0
6531,19970,0
6532,19971,0
6533,19972,0
6534,19973,0
6535,19974,0
6536,19975,0
6537,19976,0
6538,19977,0
47778,19978,372
47779,19979,372
47780,19980,372
24038,19981,374
24039,19982,374
47781,19983,372
24040,19984,374
47782,19985,372
24041,19986,374
47783,19987,372
47784,19988,372
47785,19989,372
47786,19990,372
47787,19991,372
24042,19992,374
47788,19993,372
47789,19994,372
47790,19995,372
6539,19996,0
24043,19997,374
6540,19998,0
6541,19999,0
6542,20000,0
47791,20001,372
47792,20002,372
47793,20003,372
47794,20004,372
6543,20005,0
47795,20006,372
6544,20007,0
6545,20008,0
6546,20009,0
24044,20010,374
6547,20011,0
6548,20012,0
6549,20013,0
6550,20014,0
6551,20015,0
6552,20016,0
6553,20017,0
6554,20018,0
6555,20019,0
6556,20020,0
6557,20021,0
6558,20022,0
6559,20023,0
6560,20024,0
6561,20025,0
6562,20026,0
6563,20027,0
6564,20028,0
6565,20029,0
6566,20030,0
6567,20031,0
6568,20032,0
6569,20033,0
6570,20034,0
6571,20035,0
6572,20036,0
6573,20037,0
6574,20038,0
6575,20039,0
6576,20040,0
24045,20041,374
24046,20042,374
47796,20043,372
24047,20044,374
24048,20045,374
6577,20046,0
6578,20047,0
6579,20048,0
6580,20049,0
6581,20050,0
6582,20051,0
6583,20052,0
6584,20053,0
47797,20054,372
6585,20055,0
47798,20056,372
6586,20057,0
24049,20058,374
6587,20059,0
24050,20060,374
47799,20061,372
24051,20062,374
24052,20063,374
24053,20064,374
47800,20065,372
24054,20066,374
47801,20067,372
47802,20068,372
6588,20069,0
47803,20070,372
24055,20071,374
47804,20072,372
47805,20073,372
47806,20074,372
47807,20075,372
47808,20076,372
24056,20077,374
47809,20078,372
6589,20079,0
24057,20080,374
47810,20081,372
24058,20082,374
24059,20083,374
6590,20084,0
24060,20085,374
47811,20086,372
24061,20087,374
24062,20088,374
24063,20089,374
24064,20090,374
47812,20091,372
6591,20092,0
47813,20093,372
6592,20094,0
6593,20095,0
6594,20096,0
24065,20097,374
47814,20098,372
24066,20099,374
24067,20100,374
24068,20101,374
47815,20102,372
24069,20103,374
24070,20104,374
24071,20105,374
24072,20106,374
24073,20107,374
24074,20108,374
24075,20109,374
24076,20110,374
24077,20111,374
24078,20112,374
24079,20113,374
24080,20114,374
24081,20115,374
24082,20116,374
24083,20117,374
24084,20118,374
24085,20119,374
24086,20120,374
6595,20121,0
24087,20122,374
24088,20123,374
24089,20124,374
24090,20125,374
6596,20126,0
6597,20127,0
24091,20128,374
6598,20129,0
6599,20130,0
24092,20131,374
47816,20132,372
24093,20133,374
24094,20134,374
24095,20135,374
24096,20136,374
24097,20137,374
6600,20138,0
24098,20139,374
24099,20140,374
6601,20141,0
6602,20142,0
6603,20143,0
24100,20144,374
47817,20145,372
47818,20146,372
6604,20147,0
24101,20148,374
6605,20149,0
47819,20150,372
6606,20151,0
6607,20152,0
6608,20153,0
6609,20154,0
6610,20155,0
6611,20156,0
6612,20157,0
6613,20158,0
6614,20159,0
47820,20160,372
47821,20161,372
24102,20162,374
24103,20163,374
6615,20164,0
6616,20165,0
6617,20166,0
6618,20167,0
6619,20168,0
6620,20169,0
6621,20170,0
6622,20171,0
6623,20172,0
6624,20173,0
6625,20174,0
6626,20175,0
6627,20176,0
6628,20177,0
6629,20178,0
6630,20179,0
6631,20180,0
6632,20181,0
6633,20182,0
24104,20183,374
6634,20184,0
47822,20185,372
47823,20186,372
24105,20187,374
6635,20188,0
6636,20189,0
6637,20190,0
6638,20191,0
24106,20192,374
47824,20193,372
6639,20194,0
47825,20195,372
6640,20196,0
6641,20197,0
6642,20198,0
6643,20199,0
47826,20200,372
47827,20201,372
6644,20202,0
6645,20203,0
6646,20204,0
6647,20205,0
6648,20206,0
6649,20207,0
6650,20208,0
6651,20209,0
6652,20210,0
6653,20211,0
6654,20212,0
6655,20213,0
6656,20214,0
6657,20215,0
6658,20216,0
6659,20217,0
6660,20218,0
6661,20219,0
6662,20220,0
6663,20221,0
6664,20222,0
6665,20223,0
6666,20224,0
6667,20225,0
6668,20226,0
6669,20227,0
6670,20228,0
6671,20229,0
6672,20230,0
6673,20231,0
6674,20232,0
6675,20233,0
6676,20234,0
6677,20235,0
6678,20236,0
47828,20237,372
24107,20238,374
24108,20239,374
6679,20240,0
24109,20241,374
24110,20242,374
24111,20243,374
24112,20244,374
6680,20245,0
6681,20246,0
6682,20247,0
24113,20248,374
6683,20249,0
6684,20250,0
6685,20251,0
6686,20252,0
6687,20253,0
6688,20254,0
6689,20255,0
6690,20256,0
6691,20257,0
6692,20258,0
6693,20259,0
